playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,ERA,IBB,WP,HBP,BK,BFP,GF,R
speiery01,2005,1,COL,NL,2,1,22,0,0,0,0,74,26,10,0,13,10,3.65,0,2,1,0,111,10,12
hennebr01,2005,1,SFN,NL,5,8,21,21,0,0,0,355,127,61,15,52,64,4.64,3,3,4,1,521,0,63
siscoan01,2005,1,KCA,AL,2,5,67,0,0,0,0,226,68,26,6,42,76,3.11,4,2,2,0,329,13,27
davieky01,2005,1,ATL,NL,7,6,21,14,0,0,0,263,98,48,8,49,62,4.93,5,4,1,0,403,2,51
gassnda01,2005,1,MIN,AL,1,0,2,2,0,0,0,23,9,5,1,1,2,5.87,0,0,0,0,34,0,7
wilsocj01,2005,1,TEX,AL,1,7,24,6,0,0,1,144,63,37,5,18,30,6.94,1,4,2,1,220,5,39
houltdj01,2005,1,LAN,NL,6,9,35,19,0,0,0,387,145,74,21,52,90,5.16,3,2,8,0,578,4,79
mcbrima01,2005,1,ATL,NL,1,0,23,0,0,0,1,42,18,9,0,7,22,5.79,0,2,0,0,68,4,11
muntesc01,2005,1,SFN,NL,2,0,45,0,0,0,0,116,40,11,1,12,11,2.56,1,1,1,0,159,7,15
lerewan01,2005,1,ATL,NL,0,0,7,0,0,0,0,24,9,5,1,5,5,5.62,2,0,0,0,37,4,5
burgoam01,2005,1,KCA,AL,3,5,59,0,0,0,2,190,60,28,6,31,65,3.98,1,8,5,2,278,17,29
johnsty01,2005,1,SLN,NL,0,0,5,0,0,0,0,8,3,0,0,3,4,0,0,0,0,0,13,1,0
carvama01,2005,1,COL,NL,0,2,39,0,0,0,0,159,52,30,8,21,47,5.09,0,4,3,0,229,11,30
liriafr01,2005,1,MIN,AL,1,2,6,4,0,0,0,71,19,15,4,7,33,5.7,0,0,0,0,93,2,15
santaer01,2005,1,LAA,AL,12,8,23,23,1,1,0,401,139,69,17,47,99,4.65,2,4,8,0,583,0,73
youngch03,2005,1,TEX,AL,12,7,31,31,0,0,0,494,162,78,19,45,137,4.26,2,3,7,0,700,0,84
delcama01,2005,1,BOS,AL,0,0,10,0,0,0,0,27,8,3,0,7,9,3,0,0,1,0,41,2,3
florero01,2005,1,OAK,AL,0,0,11,0,0,0,0,26,8,1,1,0,6,1.04,0,1,0,0,34,4,1
bazaryo01,2005,1,FLO,NL,0,0,1,0,0,0,0,5,5,4,0,2,2,21.6,0,1,0,0,12,0,5
woodyma01,2005,1,DET,AL,0,0,3,0,0,0,0,18,4,1,1,0,3,1.5,0,0,0,0,22,0,1
calica01,2005,1,SLN,NL,0,0,6,0,0,0,0,18,10,7,3,6,5,10.5,1,1,0,0,33,3,8
burnsmi01,2005,1,HOU,NL,0,0,27,0,0,0,0,93,29,17,6,8,20,4.94,1,1,5,0,136,10,18
bajenje01,2005,1,CHA,AL,0,0,4,0,0,0,0,13,4,3,2,0,3,6.23,0,1,0,0,18,3,3
nunezle01,2005,1,KCA,AL,3,2,41,0,0,0,0,161,73,45,9,18,32,7.55,2,1,3,0,246,10,45
garcija01,2005,1,OAK,AL,0,0,3,0,0,0,0,9,2,1,0,1,1,3,0,1,0,0,12,3,1
osorifr01,2005,1,LAN,NL,0,2,24,0,0,0,0,89,28,13,3,8,15,3.94,0,0,3,0,122,6,14
taschja01,2005,1,SFN,NL,2,0,24,0,0,0,0,68,15,4,0,13,19,1.59,0,0,0,0,95,7,5
bowyetr01,2005,1,MIN,AL,0,1,8,0,0,0,0,29,10,6,3,3,12,5.59,0,1,1,0,42,5,6
messera01,2005,1,FLO,NL,0,0,29,0,0,0,0,111,39,22,5,30,29,5.35,7,1,0,0,178,8,22
atchisc01,2005,1,SEA,AL,0,0,6,0,0,0,0,20,7,5,1,1,9,6.75,0,0,0,0,27,2,5
rakeraa01,2005,1,BAL,AL,1,0,10,0,0,0,0,41,11,5,3,3,11,3.29,0,0,0,0,55,1,5
rodriwa01,2005,1,HOU,NL,10,10,25,22,0,0,0,386,135,79,19,53,80,5.53,2,3,8,3,560,0,82
tejedro01,2005,1,PHI,NL,4,3,26,13,0,0,0,257,67,34,5,51,72,3.57,4,3,8,1,371,5,36
padilju01,2005,1,NYN,NL,3,1,24,0,0,0,1,109,24,6,0,13,17,1.49,2,0,2,0,149,5,7
stemlst01,2005,1,KCA,AL,0,0,6,0,0,0,0,32,10,6,0,4,9,5.06,0,0,0,0,43,1,6
britoeu01,2005,1,PHI,NL,1,2,6,5,0,0,0,66,20,9,2,11,15,3.68,1,0,2,1,94,0,9
vanbuje01,2005,1,CHN,NL,0,2,6,0,0,0,0,18,2,2,0,9,3,3,2,0,0,0,27,1,2
coffeto01,2005,1,CIN,NL,4,1,57,0,0,0,1,174,84,29,5,11,26,4.5,2,1,5,0,265,14,33
willira01,2005,1,SDN,NL,1,0,2,0,0,0,0,13,7,6,1,4,2,12.46,0,0,1,0,25,0,6
shackbr01,2005,1,CIN,NL,1,0,37,0,0,0,0,89,21,8,2,9,17,2.43,1,3,6,1,119,5,9
willira01,2005,2,COL,NL,2,1,30,0,0,0,0,66,26,14,4,9,19,5.73,3,0,0,0,100,6,15
corcoti02,2005,1,TBA,AL,0,0,10,1,0,0,0,68,19,15,1,12,13,5.96,0,2,1,0,97,4,15
peraljo01,2005,1,LAA,AL,1,0,28,0,0,0,0,104,28,15,6,14,30,3.89,2,2,0,0,145,10,15
horgajo01,2005,1,WAS,NL,0,0,8,0,0,0,0,18,19,14,0,4,5,21,0,1,1,0,44,1,15
beanco01,2005,1,NYA,AL,0,0,1,0,0,0,0,6,1,1,0,2,2,4.5,0,0,0,0,9,1,1
colonro01,2005,2,DET,AL,1,1,12,3,0,0,0,75,35,17,7,7,17,6.12,0,2,0,0,115,1,17
colonro01,2005,1,ATL,NL,1,5,23,4,0,0,0,133,47,26,10,14,30,5.28,1,2,0,1,191,6,28
boyerbl01,2005,1,ATL,NL,4,2,43,0,0,0,0,113,32,13,1,17,33,3.11,0,2,2,0,158,5,13
wainwad01,2005,1,SLN,NL,0,0,2,0,0,0,0,6,2,3,1,1,0,13.5,0,0,0,0,9,1,3
capeljo01,2005,1,MIL,NL,1,1,17,0,0,0,0,47,17,5,1,5,14,2.87,0,0,0,0,67,7,6
snellia01,2005,1,PIT,NL,1,2,15,5,0,0,0,126,43,24,5,24,34,5.14,3,4,1,0,189,2,25
regilni01,2005,1,TEX,AL,1,2,18,0,0,0,0,53,22,9,2,7,14,4.58,1,0,1,0,83,5,10
goslimi01,2005,1,ARI,NL,0,3,13,5,0,0,0,97,40,16,2,19,14,4.45,2,0,0,0,154,5,20
novoaro01,2005,1,CHN,NL,4,5,49,0,0,0,0,134,47,22,4,25,47,4.43,6,4,0,1,205,11,22
vasqujo01,2005,1,ATL,NL,1,0,7,0,0,0,0,27,11,3,2,5,9,3,0,1,0,1,42,2,4
woodsja01,2005,1,LAA,AL,1,1,28,0,0,0,0,83,30,14,7,8,20,4.55,0,2,2,0,122,10,18
astacez01,2005,1,HOU,NL,3,6,22,14,0,0,0,243,100,51,23,25,66,5.67,2,4,1,1,366,5,56
quallch01,2005,1,HOU,NL,6,4,77,0,0,0,0,239,73,29,7,23,60,3.28,2,1,6,0,329,19,33
lehrju01,2005,1,MIL,NL,1,1,23,0,0,0,0,104,32,15,4,18,23,3.89,2,1,1,1,154,9,19
nageocl01,2005,1,SEA,AL,0,0,3,0,0,0,0,12,6,3,0,1,1,6.75,0,0,1,0,19,0,3
brazoyh01,2005,1,LAN,NL,4,10,74,0,0,0,21,218,70,43,11,32,61,5.33,4,1,5,0,317,44,46
hennse01,2005,1,NYA,AL,0,3,3,3,0,0,0,34,18,14,3,11,3,11.12,0,0,0,0,61,0,16
majewga01,2005,1,WAS,NL,4,4,79,0,0,0,1,258,80,28,2,37,50,2.93,6,1,7,0,376,24,32
koronjo01,2005,1,CHN,NL,1,2,4,3,0,0,0,47,19,13,2,8,10,7.47,0,1,0,2,76,1,13
thompde01,2005,1,LAN,NL,0,0,4,3,0,0,0,54,16,7,0,10,13,3.5,1,0,0,0,74,0,7
liriape01,2005,1,PHI,NL,0,0,5,0,0,0,0,23,10,9,3,6,6,10.57,0,0,1,0,40,4,11
cabrefe01,2005,1,CLE,AL,2,1,15,0,0,0,0,92,24,5,1,11,29,1.47,1,1,0,1,124,6,7
leicejo01,2005,1,CHN,NL,0,2,6,1,0,0,0,27,11,9,2,9,7,9,0,1,2,0,46,2,10
madribo01,2005,1,SEA,AL,0,1,1,1,0,0,0,13,4,3,1,1,1,6.23,0,0,0,0,18,0,3
bellhe01,2005,1,NYN,NL,1,3,42,0,0,0,0,140,56,29,3,13,43,5.59,3,0,1,1,206,12,30
wangch01,2005,1,NYA,AL,8,5,18,17,0,0,0,349,113,52,9,32,47,4.02,3,3,6,0,486,0,58
guthrje01,2005,1,CLE,AL,0,0,1,0,0,0,0,18,9,4,2,2,3,6,0,0,0,0,29,1,4
guerrma02,2005,1,MIN,AL,0,3,43,0,0,0,0,215,71,27,6,24,46,3.39,5,3,3,0,306,14,29
chacigu01,2005,1,TOR,AL,13,9,34,34,0,0,0,609,213,84,20,70,121,3.72,3,3,8,0,872,0,93
delarjo01,2005,1,MIL,NL,2,2,38,0,0,0,0,127,48,21,1,38,42,4.46,4,6,0,0,208,13,23
hughetr01,2005,1,WAS,NL,1,1,14,0,0,0,0,39,18,8,4,8,8,5.54,1,0,1,0,64,0,8
bookech01,2005,1,CIN,NL,0,0,3,0,0,0,0,6,6,7,2,4,2,31.5,0,0,0,0,15,1,8
nunezfr01,2005,1,TBA,AL,1,0,5,0,0,0,0,15,5,6,0,4,2,10.8,0,0,0,0,22,0,6
carlybu01,2005,1,LAN,NL,0,0,10,0,0,0,0,42,16,13,4,4,13,8.36,0,0,1,0,62,2,13
byrdati01,2005,1,BAL,AL,0,1,41,0,0,0,1,80,27,12,1,21,31,4.05,1,5,1,0,131,3,14
whitema02,2005,1,TOR,AL,0,0,2,0,0,0,0,11,6,8,3,5,5,19.64,0,0,1,0,23,0,8
bautide01,2005,1,KCA,AL,2,2,7,7,0,0,0,107,36,23,2,17,23,5.8,0,3,2,0,160,0,23
ramirel01,2005,1,CIN,NL,0,3,6,4,0,0,0,67,33,21,5,10,9,8.46,2,2,2,0,110,1,22
greinza01,2005,1,KCA,AL,5,17,33,33,2,0,0,549,233,118,23,53,114,5.8,0,4,13,2,829,0,125
brunebr01,2005,1,ARI,NL,1,3,47,0,0,0,12,138,56,38,6,35,51,7.43,2,2,5,0,230,21,39
cabreda01,2005,1,BAL,AL,10,13,29,29,0,0,0,484,144,81,14,87,157,4.52,2,9,11,1,716,0,92
dohmasc01,2005,1,COL,NL,2,1,32,0,0,0,0,93,33,21,6,19,35,6.1,1,0,0,0,143,10,21
adamsmi03,2005,1,MIL,NL,0,1,13,0,0,0,1,40,12,4,2,10,14,2.7,1,1,0,0,61,7,4
croweji01,2005,1,FLO,NL,0,0,4,0,0,0,0,10,10,8,1,0,2,21.6,0,0,2,0,22,2,8
thornma01,2005,1,SEA,AL,0,4,55,0,0,0,0,171,54,33,13,42,57,5.21,2,7,0,0,262,15,33
tadanka01,2005,1,CLE,AL,0,0,1,0,0,0,0,12,4,1,0,0,1,2.25,0,0,0,0,16,1,1
proctsc01,2005,1,NYA,AL,1,0,29,1,0,0,0,134,46,30,10,17,36,6.04,4,4,2,0,199,11,32
gramaal01,2005,1,NYA,AL,0,0,2,0,0,0,0,4,3,2,1,2,0,13.5,1,0,0,0,9,1,2
harikti01,2005,1,OAK,AL,0,0,8,0,0,0,0,38,16,9,3,4,7,6.39,0,0,0,0,56,5,9
frasoja01,2005,1,TOR,AL,3,5,67,0,0,0,1,224,67,27,8,28,62,3.25,2,1,3,0,305,12,31
hamulti01,2005,1,NYN,NL,0,0,6,0,0,0,0,7,7,6,3,1,2,23.14,1,0,0,0,14,2,6
aquingr01,2005,1,ARI,NL,0,1,35,0,0,0,1,94,42,27,7,17,34,7.76,1,2,4,1,155,11,29
takatsh01,2005,2,NYN,NL,1,0,9,0,0,0,0,23,11,2,2,3,6,2.35,1,0,0,0,38,4,2
takatsh01,2005,1,CHA,AL,1,2,31,0,0,0,8,86,30,19,9,16,32,5.97,1,1,0,0,130,20,19
otsukak01,2005,1,SDN,NL,2,8,66,0,0,0,1,188,55,25,3,34,60,3.59,8,1,2,0,276,17,28
dinarle01,2005,1,BOS,AL,0,1,8,1,0,0,0,44,13,3,1,5,15,1.84,1,1,0,0,62,3,6
bentzch01,2005,1,FLO,NL,0,0,4,0,0,0,0,6,8,7,2,0,0,31.5,0,0,0,0,14,0,7
brookfr01,2005,1,ATL,NL,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
bartocl01,2005,1,CHN,NL,0,2,19,0,0,0,0,59,23,12,7,11,15,5.49,0,0,2,0,91,7,13
johnsmi03,2005,1,PIT,NL,0,0,1,0,0,0,0,3,4,4,2,0,2,36,0,0,0,0,7,1,4
simpsal01,2005,1,COL,NL,0,0,2,0,0,0,0,2,3,5,0,3,0,67.5,0,1,0,0,8,0,5
simpsal01,2005,2,CIN,NL,0,1,9,0,0,0,0,20,3,5,1,5,6,6.75,0,1,1,0,28,2,5
falkebr01,2005,1,SDN,NL,0,0,10,0,0,0,0,33,17,10,2,5,10,8.18,1,2,0,0,54,3,11
wuertmi01,2005,1,CHN,NL,6,2,75,0,0,0,0,227,60,32,6,40,89,3.81,7,7,0,0,319,12,36
campsh01,2005,1,KCA,AL,1,4,29,0,0,0,0,147,69,35,4,13,28,6.43,3,3,4,0,228,7,40
madsory01,2005,1,PHI,NL,6,5,78,0,0,0,0,261,84,40,11,25,79,4.14,6,6,6,1,365,10,44
grabojo02,2005,1,PIT,NL,2,3,63,0,0,0,0,156,46,28,6,25,42,4.85,2,1,2,0,222,8,31
bootcch01,2005,1,LAA,AL,0,1,5,2,0,0,1,56,19,7,1,4,8,3.38,1,1,0,0,79,1,7
jacksed01,2005,1,LAN,NL,2,2,7,6,0,0,0,86,31,20,2,17,13,6.28,0,2,1,1,134,0,22
chulkvi01,2005,1,TOR,AL,0,1,62,0,0,0,0,216,68,31,9,26,39,3.88,3,5,1,0,301,10,33
belisma01,2005,1,CIN,NL,4,8,60,5,0,0,1,257,101,42,11,26,59,4.41,6,3,6,0,382,17,49
lowryno01,2005,1,SFN,NL,13,13,33,33,0,0,0,614,193,86,21,76,172,3.78,1,2,7,0,875,0,92
cordech01,2005,1,WAS,NL,2,4,74,0,0,0,47,223,55,15,9,17,61,1.82,2,0,2,0,300,62,24
depaujo01,2005,1,NYA,AL,0,0,3,0,0,0,0,20,8,6,2,3,3,8.1,0,0,0,0,30,2,6
waechdo01,2005,1,TBA,AL,5,12,29,25,0,0,0,471,191,98,29,38,87,5.62,5,4,3,2,692,3,109
valenjo04,2005,1,CIN,NL,0,1,16,0,0,0,0,43,18,13,4,11,9,8.16,0,1,2,0,76,5,15
gearyge01,2005,1,PHI,NL,2,1,40,0,0,0,0,174,54,24,5,21,42,3.72,4,3,1,0,247,12,29
woodmi01,2005,1,KCA,AL,5,8,47,10,0,0,2,345,129,57,18,52,60,4.46,5,7,8,0,520,10,66
telemam01,2005,1,PHI,NL,0,1,7,0,0,0,0,32,5,5,2,4,8,4.22,0,0,0,0,41,4,5
adkinjo01,2005,1,CHA,AL,0,1,5,0,0,0,0,25,13,8,0,4,1,8.64,2,0,1,0,42,4,8
kidama01,2005,1,SEA,AL,0,0,1,0,0,0,0,6,2,1,1,0,0,4.5,0,0,0,0,8,1,1
dominju01,2005,1,TEX,AL,4,6,22,10,0,0,0,211,78,33,11,25,45,4.22,0,2,2,0,312,3,37
cottsne01,2005,1,CHA,AL,4,0,69,0,0,0,0,181,38,13,1,29,58,1.94,5,3,4,0,248,10,16
corteda01,2005,1,COL,NL,2,0,50,0,0,0,2,158,50,24,9,10,36,4.1,2,3,1,0,213,14,24
gonzami02,2005,1,PIT,NL,1,3,51,0,0,0,3,150,35,15,2,31,58,2.7,2,3,1,0,212,15,15
putzjj01,2005,1,SEA,AL,6,5,64,0,0,0,1,180,58,24,8,23,45,3.6,2,2,2,0,259,20,27
gobblji01,2005,1,KCA,AL,1,1,28,4,0,0,0,161,64,34,9,30,38,5.7,4,2,1,0,249,11,34
gaudich01,2005,1,TOR,AL,1,3,5,3,0,0,0,39,31,19,6,6,12,13.15,0,0,1,0,74,0,19
greggke01,2005,1,LAA,AL,1,2,33,2,0,0,0,193,70,36,8,29,52,5.04,2,5,3,0,290,9,37
switzjo01,2005,1,TBA,AL,0,0,2,0,0,0,0,12,5,3,0,7,5,6.75,0,0,0,0,25,0,4
jonesgr01,2005,1,LAA,AL,0,0,6,0,0,0,0,16,7,4,2,2,6,6.75,0,0,0,0,24,6,4
tsaoch01,2005,1,COL,NL,1,0,10,0,0,0,3,33,16,8,3,5,4,6.55,1,1,1,0,56,9,8
harderi01,2005,1,OAK,AL,10,5,22,19,2,1,0,384,93,36,7,43,121,2.53,0,6,2,0,514,0,42
mitrese01,2005,1,CHN,NL,2,5,21,7,1,1,0,181,62,36,11,23,37,5.37,2,5,3,0,268,7,37
wagnery01,2005,1,CIN,NL,3,2,42,0,0,0,0,137,56,31,4,17,39,6.11,1,2,4,0,210,8,33
valvejo01,2005,1,ARI,NL,3,4,61,0,0,0,15,199,51,18,5,20,75,2.44,1,3,2,0,268,34,19
gonzaed01,2005,1,ARI,NL,0,0,1,0,0,0,0,1,2,4,1,2,1,108,0,1,0,0,5,0,4
heilmaa01,2005,1,NYN,NL,5,3,53,7,1,1,5,324,87,38,6,37,106,3.17,4,1,6,1,439,20,40
millema02,2005,1,CLE,AL,1,0,23,0,0,0,1,89,22,6,1,10,23,1.82,3,1,3,1,118,4,6
bumpna01,2005,1,FLO,NL,0,3,31,0,0,0,0,114,43,17,5,12,18,4.03,1,0,2,0,165,2,18
harenda01,2005,1,OAK,AL,14,12,34,34,3,0,0,651,212,90,26,53,163,3.73,5,6,6,0,897,0,101
gallomi01,2005,1,HOU,NL,0,1,36,0,0,0,0,61,18,6,1,10,12,2.66,2,0,2,0,87,5,6
correke01,2005,1,SFN,NL,2,5,16,11,0,0,0,175,61,30,12,31,44,4.63,2,2,4,0,264,1,31
wasdijo01,2005,1,TEX,AL,3,2,31,6,0,0,4,227,77,36,9,20,44,4.28,2,1,1,0,319,7,37
whitema03,2005,1,WAS,NL,0,1,1,1,0,0,0,12,4,4,0,3,3,9,0,1,1,0,20,0,4
gonzaje01,2005,1,BOS,AL,2,1,28,3,0,0,0,168,64,38,7,16,28,6.11,2,1,2,1,244,7,39
welleto01,2005,1,CHN,NL,2,1,22,0,0,0,1,97,32,22,7,22,32,6.12,1,3,0,0,146,6,23
